"Id_Establecimiento","Nombre_Establecimiento","Ubigueo_Establecimiento","Codigo_Disa","Disa","Codigo_Red","Red","Codigo_MicroRed","MicroRed","Codigo_Unico","Codigo_Sector","Descripcion_Sector","Departamento","Provincia","Distrito"
1288,PUESTO DE SALUD POCSI,40113,4,AREQUIPA,3,AREQUIPA CAYLLOMA,21,CHARACATO,1288,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,POCSI
1289,PUESTO DE SALUD PIACA,40113,4,AREQUIPA,3,AREQUIPA CAYLLOMA,21,CHARACATO,1289,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,POCSI
1290,UCHUMAYO,40124,4,AREQUIPA,3,AREQUIPA CAYLLOMA,24,TIABAYA,1290,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,UCHUMAYO
1291,CENTRO DE SALUD ALTO SELVA ALEGRE,40102,4,AREQUIPA,3,AREQUIPA CAYLLOMA,13,ALTO SELVA ALEGRE,1291,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE
1292,CENTRO DE SALUD EDIFICADORES MISTI,40110,4,AREQUIPA,3,AREQUIPA CAYLLOMA,16,EDIFICADORES MISTI,1292,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MIRAFLORES
1293,CENTRO DE SALUD MIRAFLORES,40110,4,AREQUIPA,3,AREQUIPA CAYLLOMA,16,EDIFICADORES MISTI,1293,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MIRAFLORES
1294,CENTRO DE SALUD MARIANO MELGAR,40109,4,AREQUIPA,3,AREQUIPA CAYLLOMA,14,MARIANO MELGAR,1294,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MARIANO MELGAR
1295,GENERALISIMO SAN MARTIN,40109,4,AREQUIPA,3,AREQUIPA CAYLLOMA,15,GRLMO. SAN MARTIN,1295,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MARIANO MELGAR
1296,CENTRO DE SALUD  AMPLIACIÓN PAUCARPATA,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,18,AMPLIACION PAUCARPATA,1296,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1297,CENTRO DE SALUD CIUDAD BLANCA,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,19,CIUDAD BLANCA,1297,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1298,CENTRO DE SALUD 15 DE AGOSTO,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,17,"15 DE AGOSTO",1298,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1299,CENTRO DE SALUD CHIGUATA,40106,4,AREQUIPA,3,AREQUIPA CAYLLOMA,20,CHIGUATA,1299,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,CHIGUATA
1300,APURIMAC,40102,4,AREQUIPA,3,AREQUIPA CAYLLOMA,13,ALTO SELVA ALEGRE,1300,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE
1301,LEONES DEL MISTI,40102,4,AREQUIPA,3,AREQUIPA CAYLLOMA,13,ALTO SELVA ALEGRE,1301,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE
1302,INDEPENDENCIA,40102,4,AREQUIPA,3,AREQUIPA CAYLLOMA,13,ALTO SELVA ALEGRE,1302,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE
1303,SAN JUAN BAUTISTA,40102,4,AREQUIPA,3,AREQUIPA CAYLLOMA,13,ALTO SELVA ALEGRE,1303,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE
1304,HEROES DEL CENEPA,40102,4,AREQUIPA,3,AREQUIPA CAYLLOMA,13,ALTO SELVA ALEGRE,1304,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE
1305,PUESTO DE SALUD TOMASA T. COMDEMAYTA,40110,4,AREQUIPA,3,AREQUIPA CAYLLOMA,16,EDIFICADORES MISTI,1305,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MIRAFLORES
1306,CENTRO DE SALUD PORVENIR-MIRAFLORES,40110,4,AREQUIPA,3,AREQUIPA CAYLLOMA,16,EDIFICADORES MISTI,1306,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MIRAFLORES
1307,CENTRO DE SALUD MATEO PUMACAHUA,40110,4,AREQUIPA,3,AREQUIPA CAYLLOMA,16,EDIFICADORES MISTI,1307,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MIRAFLORES
1308,PUESTO DE SALUD ATALAYA,40109,4,AREQUIPA,3,AREQUIPA CAYLLOMA,14,MARIANO MELGAR,1308,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MARIANO MELGAR
1309,JERUSALEN,40109,4,AREQUIPA,3,AREQUIPA CAYLLOMA,15,GRLMO. SAN MARTIN,1309,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,MARIANO MELGAR
1310,CENTRO DE SALUD MANUEL PRADO,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,18,AMPLIACION PAUCARPATA,1310,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1311,ALTO JESUS,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,19,CIUDAD BLANCA,1311,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1312,ISRAEL,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,19,CIUDAD BLANCA,1312,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1313,CENTRO DE SALUD NUEVA ALBORADA,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,18,AMPLIACION PAUCARPATA,1313,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1314,SAN JUAN DE CIUDAD BLANCA,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,19,CIUDAD BLANCA,1314,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1315,CENTRO DE SALUD CAMPO MARTE,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,18,AMPLIACION PAUCARPATA,1315,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1316,PUESTO DE SALUD MIGUEL GRAU  MODULO A,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,17,"15 DE AGOSTO",1316,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1317,CENTRO DE SALUD MIGUEL GRAU  B,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,17,"15 DE AGOSTO",1317,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1318,PUESTO DE SALUD MIGUEL GRAU  MODULO C-D,40112,4,AREQUIPA,3,AREQUIPA CAYLLOMA,17,"15 DE AGOSTO",1318,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,PAUCARPATA
1319,PUESTO DE SALUD SAN JUAN DE TARUCANI,40119,4,AREQUIPA,3,AREQUIPA CAYLLOMA,20,CHIGUATA,1319,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI
1320,PUESTO DE SALUD ARENALES,40106,4,AREQUIPA,3,AREQUIPA CAYLLOMA,20,CHIGUATA,1320,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,CHIGUATA
1321,PUESTO DE SALUD SALINAS HUITO,40119,4,AREQUIPA,3,AREQUIPA CAYLLOMA,20,CHIGUATA,1321,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI
1322,LA JOYA,40108,4,AREQUIPA,3,AREQUIPA CAYLLOMA,26,LA JOYA,1322,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,LA JOYA
1323,SAN ISIDRO,40108,4,AREQUIPA,3,AREQUIPA CAYLLOMA,27,SAN ISIDRO,1323,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,LA JOYA
1324,CENTRO DE SALUD VITOR,40125,4,AREQUIPA,3,AREQUIPA CAYLLOMA,28,VITOR,1324,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,VITOR
1325,CENTRO DE SALUD  SANDRITA PEREZ EL PEDREGAL,40520,4,AREQUIPA,3,AREQUIPA CAYLLOMA,12,EL PEDREGAL,1325,7,GOBIERNO REGIONAL,AREQUIPA,CAYLLOMA,MAJES
1326,CENTRO DE SALUD LA COLINA,40520,4,AREQUIPA,3,AREQUIPA CAYLLOMA,12,EL PEDREGAL,1326,7,GOBIERNO REGIONAL,AREQUIPA,CAYLLOMA,MAJES
1327,PUESTO DE SALUD CERRITO BUENA VISTA,40108,4,AREQUIPA,3,AREQUIPA CAYLLOMA,26,LA JOYA,1327,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,LA JOYA
1328,LOS MEDANOS,40108,4,AREQUIPA,3,AREQUIPA CAYLLOMA,26,LA JOYA,1328,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,LA JOYA
1329,BENITO LAZO,40108,4,AREQUIPA,3,AREQUIPA CAYLLOMA,26,LA JOYA,1329,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,LA JOYA
1330,EL CRUCE - TRIUNFO,40108,4,AREQUIPA,3,AREQUIPA CAYLLOMA,26,LA JOYA,1330,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,LA JOYA
1331,LA CANO,40108,4,AREQUIPA,3,AREQUIPA CAYLLOMA,27,SAN ISIDRO,1331,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,LA JOYA
1332,PUESTO DE SALUD SAN CAMILO 6,40108,4,AREQUIPA,3,AREQUIPA CAYLLOMA,27,SAN ISIDRO,1332,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,LA JOYA
1333,SAN JOSE,40108,4,AREQUIPA,3,AREQUIPA CAYLLOMA,27,SAN ISIDRO,1333,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,LA JOYA
1334,PUESTO DE SALUD YURAMAYO,40125,4,AREQUIPA,3,AREQUIPA CAYLLOMA,28,VITOR,1334,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,VITOR
1335,PUESTO DE SALUD SANTA RITA DE SIGUAS,40121,4,AREQUIPA,3,AREQUIPA CAYLLOMA,28,VITOR,1335,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS
1336,SANTA ISABEL DE SIGUAS,40120,4,AREQUIPA,3,AREQUIPA CAYLLOMA,12,EL PEDREGAL,1336,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS
1337,PUESTO DE SALUD PITAY,40120,4,AREQUIPA,3,AREQUIPA CAYLLOMA,12,EL PEDREGAL,1337,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS
1338,SONDOR - CARAVELI,40306,4,AREQUIPA,1,CAMANA CARAVELLI,6,CARAVELI,1338,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,CAHUACHO
1339,PUESTO DE SALUD SAN JUAN DE SIGUAS - TAMBILLO,40118,4,AREQUIPA,3,AREQUIPA CAYLLOMA,12,EL PEDREGAL,1339,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS
1340,PUESTO DE SALUD QUERQUE,40511,4,AREQUIPA,3,AREQUIPA CAYLLOMA,12,EL PEDREGAL,1340,7,GOBIERNO REGIONAL,AREQUIPA,CAYLLOMA,LLUTA
1341,ASENTAMIENTO B-1,40520,4,AREQUIPA,3,AREQUIPA CAYLLOMA,12,EL PEDREGAL,1341,7,GOBIERNO REGIONAL,AREQUIPA,CAYLLOMA,MAJES
1342,PUESTO DE SALUD  B-2,40520,4,AREQUIPA,3,AREQUIPA CAYLLOMA,12,EL PEDREGAL,1342,7,GOBIERNO REGIONAL,AREQUIPA,CAYLLOMA,MAJES
1343,SAN CAMILO 7,40702,4,AREQUIPA,3,AREQUIPA CAYLLOMA,27,SAN ISIDRO,1343,7,GOBIERNO REGIONAL,AREQUIPA,ISLAY,COCACHACRA
1344,HOSPITAL DE CAMANA,40201,4,AREQUIPA,0,NO PERTENECE A NINGUNA RED,0,NO PERTENECE A NINGUNA MICRORED,1344,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,CAMANA
1345,CENTRO DE SALUD SAN JOSE,40204,4,AREQUIPA,1,CAMANA CARAVELLI,1,SAN JOSE,1345,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,MARISCAL CACERES
1346,LA PAMPA,40208,4,AREQUIPA,1,CAMANA CARAVELLI,2,LA PAMPA,1346,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,SAMUEL PASTOR
1347,CENTRO DE SALUD SAN GREGORIO,40205,4,AREQUIPA,1,CAMANA CARAVELLI,3,SAN GREGORIO,1347,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,NICOLAS DE PIEROLA
1348,CENTRO DE SALUD OCOÑA,40206,4,AREQUIPA,1,CAMANA CARAVELLI,4,OCOÑA,1348,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,OCOÑA
1349,ATICO,40303,4,AREQUIPA,1,CAMANA CARAVELLI,6,CARAVELI,1349,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,ATICO
1350,CENTRO DE SALUD CHALA,40307,4,AREQUIPA,1,CAMANA CARAVELLI,7,CHALA,1350,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,CHALA
1351,CENTRO DE SALUD CARAVELI,40301,4,AREQUIPA,1,CAMANA CARAVELLI,6,CARAVELI,1351,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,CARAVELI
1352,CENTRO DE SALUD ACARI,40302,4,AREQUIPA,1,CAMANA CARAVELLI,8,ACARI,1352,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,ACARI
1353,CENTRO DE SALUD PUCCHUN,40204,4,AREQUIPA,1,CAMANA CARAVELLI,1,SAN JOSE,1353,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,MARISCAL CACERES
1354,PUESTO DE SALUD LUIS FERNANDEZ CORTEGANA - HUACAPUY,40202,4,AREQUIPA,1,CAMANA CARAVELLI,1,SAN JOSE,1354,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,JOSE MARIA QUIMPER
1355,EL CARDO,40202,4,AREQUIPA,1,CAMANA CARAVELLI,1,SAN JOSE,1355,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,JOSE MARIA QUIMPER
1356,EL PUENTE,40202,4,AREQUIPA,1,CAMANA CARAVELLI,1,SAN JOSE,1356,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,JOSE MARIA QUIMPER
1357,EL CARMEN-CAMANA,40208,4,AREQUIPA,1,CAMANA CARAVELLI,2,LA PAMPA,1357,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,SAMUEL PASTOR
1358,PUESTO DE SALUD LA PUNTA,40208,4,AREQUIPA,1,CAMANA CARAVELLI,2,LA PAMPA,1358,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,SAMUEL PASTOR
1359,JUAN PABLO VIZCARDO GUZMAN,40208,4,AREQUIPA,1,CAMANA CARAVELLI,2,LA PAMPA,1359,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,SAMUEL PASTOR
1360,PUESTO DE SALUD HACIENDA DEL MEDIO,40205,4,AREQUIPA,1,CAMANA CARAVELLI,3,SAN GREGORIO,1360,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,NICOLAS DE PIEROLA
1361,SONAY,40205,4,AREQUIPA,1,CAMANA CARAVELLI,3,SAN GREGORIO,1361,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,NICOLAS DE PIEROLA
1362,QUILCA,40207,4,AREQUIPA,1,CAMANA CARAVELLI,2,LA PAMPA,1362,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,QUILCA
1363,LA PLANCHADA,40206,4,AREQUIPA,1,CAMANA CARAVELLI,4,OCOÑA,1363,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,OCOÑA
1364,PESCADORES,40206,4,AREQUIPA,1,CAMANA CARAVELLI,4,OCOÑA,1364,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,OCOÑA
1365,URASQUI,40203,4,AREQUIPA,1,CAMANA CARAVELLI,5,IQUIPI,1365,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL
1366,LA EUGENIA,40203,4,AREQUIPA,1,CAMANA CARAVELLI,4,OCOÑA,1366,7,GOBIERNO REGIONAL,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL
1367,PUESTO DE SALUD TOCOTA,40309,4,AREQUIPA,1,CAMANA CARAVELLI,7,CHALA,1367,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,HUANUHUANU
1368,PUESTO DE SALUD SANTA ROSA,40304,4,AREQUIPA,1,CAMANA CARAVELLI,7,CHALA,1368,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,ATIQUIPA
1369,PUESTO DE SALUD ATIQUIPA,40304,4,AREQUIPA,1,CAMANA CARAVELLI,7,CHALA,1369,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,ATIQUIPA
1370,PUESTO DE SALUD CHAPARRA,40308,4,AREQUIPA,1,CAMANA CARAVELLI,7,CHALA,1370,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,CHAPARRA
1371,PUESTO DE SALUD ACHANIZO,40308,4,AREQUIPA,1,CAMANA CARAVELLI,7,CHALA,1371,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,CHAPARRA
1372,PUESTO DE SALUD QUICACHA,40312,4,AREQUIPA,1,CAMANA CARAVELLI,7,CHALA,1372,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,QUICACHA
1373,JAQUI,40310,4,AREQUIPA,1,CAMANA CARAVELLI,8,ACARI,1373,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,JAQUI
1374,BELLA UNION,40305,4,AREQUIPA,1,CAMANA CARAVELLI,8,ACARI,1374,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,BELLA UNION
1375,YAUCA,40313,4,AREQUIPA,1,CAMANA CARAVELLI,8,ACARI,1375,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,YAUCA
1376,LOMAS,40311,4,AREQUIPA,1,CAMANA CARAVELLI,8,ACARI,1376,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,LOMAS
1377,CAHUACHO,40306,4,AREQUIPA,1,CAMANA CARAVELLI,6,CARAVELI,1377,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,CAHUACHO
1378,PUESTO DE SALUD SONDOR,40120,4,AREQUIPA,3,AREQUIPA CAYLLOMA,12,EL PEDREGAL,1378,7,GOBIERNO REGIONAL,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS
1379,AYROCA,40306,4,AREQUIPA,1,CAMANA CARAVELLI,6,CARAVELI,1379,7,GOBIERNO REGIONAL,AREQUIPA,CARAVELI,CAHUACHO
1380,CENTRO DE SALUD IQUIPI,40606,4,AREQUIPA,1,CAMANA CARAVELLI,5,IQUIPI,1380,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,RIO GRANDE
1381,PIUCA,40606,4,AREQUIPA,1,CAMANA CARAVELLI,5,IQUIPI,1381,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,RIO GRANDE
1382,HOSPITAL APLAO,40401,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,0,NO PERTENECE A NINGUNA MICRORED,1382,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,APLAO
1383,CENTRO DE SALUD CORIRE,40413,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,5,CORIRE,1383,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,URACA
1384,CENTRO DE SALUD HUANCARQUI,40407,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,1,HUANCARQUI,1384,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,HUANCARQUI
1385,CENTRO DE SALUD PAMPACOLCA,40410,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,2,PAMAPACOLCA,1385,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,PAMPACOLCA
1386,CENTRO DE SALUD VIRACO,40414,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,4,VIRACO,1386,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,VIRACO
1387,CENTRO DE SALUD ANDAGUA,40402,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,3,ANDAGUA,1387,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,ANDAGUA
1388,CENTRO DE SALUD CHUQUIBAMBA,40601,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,6,CHUQUIBAMBA,1388,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,CHUQUIBAMBA
1389,CENTRO DE SALUD YANAQUIHUA,40608,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,6,CHUQUIBAMBA,1389,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,YANAQUIHUA
1390,PUESTO DE SALUD TORAN,40413,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,5,CORIRE,1390,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,URACA
1391,PUESTO DE SALUD EL PEDREGAL,40413,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,5,CORIRE,1391,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,URACA
1392,PUESTO DE SALUD ESCALERILLAS,40413,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,5,CORIRE,1392,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,URACA
1393,PUESTO DE SALUD ACOY,40401,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,1,HUANCARQUI,1393,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,APLAO
1394,PUESTO DE SALUD HUATIAPILLA,40401,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,1,HUANCARQUI,1394,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,APLAO
1395,CENTRO DE SALUD LA REAL,40401,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,1,HUANCARQUI,1395,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,APLAO
1396,PUESTO DE SALUD EL CASTILLO,40401,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,1,HUANCARQUI,1396,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,APLAO
1397,PUESTO DE SALUD LA CENTRAL,40401,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,1,HUANCARQUI,1397,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,APLAO
1398,PUESTO DE SALUD SAN ANTONIO,40410,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,2,PAMAPACOLCA,1398,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,PAMPACOLCA
1399,PUESTO DE SALUD PISCOPAMPA,40410,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,2,PAMAPACOLCA,1399,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,PAMPACOLCA
1400,PUESTO DE SALUD TIPAN,40411,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,4,VIRACO,1400,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,TIPAN
1401,PUESTO DE SALUD TAGRE,40411,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,4,VIRACO,1401,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,TIPAN
1402,PUESTO DE SALUD MACHAGUAY,40408,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,4,VIRACO,1402,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,MACHAGUAY
1403,PUESTO DE SALUD UÑON,40412,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,4,VIRACO,1403,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,UÑON
1404,PUESTO DE SALUD AYO,40403,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,3,ANDAGUA,1404,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,AYO
1405,CHACHAS,40404,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,3,ANDAGUA,1405,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,CHACHAS
1406,PUESTO DE SALUD CHAPACOCO,40405,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,3,ANDAGUA,1406,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,CHILCAYMARCA
1407,CENTRO DE SALUD ORCOPAMPA,40409,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,3,ANDAGUA,1407,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,ORCOPAMPA
1408,PUESTO DE SALUD SOPORO,40402,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,3,ANDAGUA,1408,7,GOBIERNO REGIONAL,AREQUIPA,CASTILLA,ANDAGUA
1409,IRAY,40605,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,6,CHUQUIBAMBA,1409,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,IRAY
1410,PUESTO DE SALUD CHICHAS,40604,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,6,CHUQUIBAMBA,1410,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,CHICHAS
1411,PUESTO DE SALUD YACHANGUILLO,40604,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,6,CHUQUIBAMBA,1411,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,CHICHAS
1412,PUESTO DE SALUD SALAMANCA,40607,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,6,CHUQUIBAMBA,1412,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,SALAMANCA
1413,PUESTO DE SALUD PUCUNCHO,40607,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,6,CHUQUIBAMBA,1413,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,SALAMANCA
1414,PUESTO DE SALUD ISPACAS,40608,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,6,CHUQUIBAMBA,1414,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,YANAQUIHUA
1415,PUESTO DE SALUD ANDARAY,40602,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,6,CHUQUIBAMBA,1415,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,ANDARAY
1416,YANQUE,40604,4,AREQUIPA,2,CASTILLA CONDESUYOS - LA UNION,6,CHUQUIBAMBA,1416,7,GOBIERNO REGIONAL,AREQUIPA,CONDESUYOS,CHICHAS
1418,PUESTO DE SALUD JACHAÑA,40505,4,AREQUIPA,3,AREQUIPA CAYLLOMA,4,CAYLLOMA,1418,7,GOBIERNO REGIONAL,AREQUIPA,CAYLLOMA,CAYLLOMA
