"Codigo_Item","Descripcion_Item"
36013.0,INTRODUCCIÓN DE CATÉTER EN EL TRONCO DE LA ARTERIA PULMONAR O CORAZÓN DERECHO
36014.0,COLOCACIÓN SELECTIVA DE CATÉTER EN ARTERIA PULMONAR DERECHA O IZQUIERDA
36015.0,COLOCACIÓN SELECTIVA DE CATÉTER EN ARTERIA PULMONAR A NIVEL SEGMENTARIO O SUBSEGMENTARIO
36070.0,TROMBECTOMÍA PERCUTÁNEA DE INJERTO AUTÓLOGO O NO AUTÓLOGO DE UNA FÍSTULA ARTERIOVENOSA. INCLUYE LA EXTRACCIÓN MECÁNICA DEL TROMBO Y LA TROBÓLISIS DE TROMBOS DENTRO DEL INJERTO
36100.0,INTRODUCCIÓN DE AGUJA O CATÉTER EN LA ARTERIA VERTEBRAL O ARTERIA CAROTIDA
36120.0,INTRODUCCIÓN DE AGUJA O CATÉTER EN LA ARTERIA BRAQUIAL RETRÓGRADA
36140.0,INTRODUCCIÓN DE AGUJA O CATÉTER EN UNA ARTERIA DE UNA EXTREMIDAD
36145.0,"INTRODUCCIÓN DE AGUJA O CATÉTER EN UN CORTOCIRCUITO (SHUNT) ARTERIOVENOSO CREADO PARA REALIZAR DIÁLISIS (CANULA, FÍSTULA O INJERTO)"
36147.0,"INTRODUCCIÓN DE AGUJA Y/O CATÉTER, CORTOCIRCUITO ARTERIOVENOSO CREADO PARA DIÁLISIS (INJERTO/FÍSTULA); ACCESO INICIAL CON EVALUACIÓN RADIOLÓGICA COMPLETA DE ACCESO A DIÁLISIS, INCLUYENDO FLUOROSCOPÍA, DOCUMENTACIÓN DE IMAGEN Y REPORTE (INCLUYE ACCESO AL C"
36148.0,"INTRODUCCIÓN DE AGUJA Y/O CATÉTER, CORTOCIRCUITO ARTERIOVENOSO CREADO PARA DIÁLISIS (INJERTO/FÍSTULA); ACCESO ADICIONAL PARA INTERVENCIÓN TERAPÉUTICA (REGISTRAR SEPARADAMENTE, ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRINCIPAL)"
36160.0,INTRODUCCIÓN DE AGUJA O INTRACATÉTER EN LA AORTA VÍA TRANSLUMBAR
36200.0,INTRODUCCIÓN DE CATÉTER EN LA AORTA
36215.0,"COLOCACIÓN SELECTIVA DE CÁTETER EN UNA RAMA ARTERIAL DE PRIMER ORDEN TORÁCICAS O BRAQUIOCEFÁLICAS, DENTRO DE UNA MISMA FAMILIA VASCULAR"
36216.0,"COLOCACIÓN SELECTIVA DE CATÉTER EN RAMÁS ARTERIALES DE SEGUNDO ORDEN TORÁCICAS O BRAQUIOCEFÁLICAS, DENTRO DE UNA MISMA FAMILIA VASCULAR"
36217.0,"COLOCACIÓN SELECTIVA DE CATÉTER EN RAMÁS ARTERIALES DE TERCER ORDEN TORÁCICAS O BRAQUIOCEFÁLICAS, DENTRO DE UNA MISMA FAMILIA VASCULAR"
36218.0,"COLOCACIÓN SELECTIVA DE CATÉTER EN RAMÁS ARTERIALES DE SEGUNDO, TERCER ORDEN, O MÁS ALLÁ EN RAMAS TORÁCICAS O BRAQUIOCEFÁLICAS, DENTRO DE UNA MISMA FAMILIA VASCULAR (REGISTRAR ADICIONALMENTE ADEMÁS DEL CÓDIGO PARA LOS VASOS DE SEGUNDO O TERCER ORDEN, SEGÚ"
36221.0,"COLOCACIÓN NO SELECTIVA DE CATÉTER, AORTA TORÁCICA CON ANGIOGRAFÍA DE LA CARÓTIDA EXTRACRANEAL, VERTEBRAL, Y/O VASOS INTRACRANEALES, UNILATERAL O BILATERAL, Y TODA LA SUPERVISIÓN E INTERPRETACIÓN RADIOLÓGICA REQUERIDA, INCLUYENDO ANGIOGRAFÍA DEL ARCO CERV"
36222.0,"COLOCACIÓN SELECTIVA DE CATÉTER, EN CARÓTIDA COMÚN O ARTERIA INNOMINADA, UNILATERAL, CUALQUIER ABORDAJE, CON ANGIOGRAFÍA DE LA CIRCULACIÓN CAROTÍDEA EXTRACRANEAL IPSILATERAL, Y TODA LA SUPERVISIÓN E INTERPRETACIÓN RADIOLÓGICA REQUERIDAS, INCLUYENDO LA ANG"
36223.0,"COLOCACIÓN SELECTIVA DE CATÉTER, EN CARÓTIDA COMÚN O ARTERIA INNOMINADA, UNILATERAL, CUALQUIER ABORDAJE, CON ANGIOGRAFÍA DE LA CIRCULACIÓN CAROTÍDEA INTRACRANEAL IPSILATERAL, Y TODA LA SUPERVISIÓN E INTERPRETACIÓN RADIOLÓGICA REQUERIDAS, INCLUYENDO LA ANG"
36224.0,"COLOCACIÓN SELECTIVA DE CATÉTER, EN CARÓTIDA INTERNA, UNILATERAL, CON ANGIOGRAFÍA DE LA CIRCULACIÓN CAROTÍDEA INTRACRANEAL IPSILATERAL, Y TODA LA SUPERVISIÓN E INTERPRETACIÓN RADIOLÓGICA REQUERIDAS, INCLUYENDO LA ANGIOGRAFÍA DE LA CARÓTIDA EXTRACRANEAL Y"
36225.0,"COLOCACIÓN SELECTIVA DE CATÉTER, ARTERIA SUBCLAVIA O INNOMINADA, UNILATERAL, CON ANGIOGRAFÍA DE LA CIRCULACIÓN VERTEBRAL IPSILATERAL Y TODA LA SUPERVISIÓN E INTERPRETACIÓN REQUERIDA, INCLUYENDO LA ANGIOGRAFÍA DEL ARCO CERVICOCEREBRAL, CUANDO SE REALICE"
36226.0,"COLOCACIÓN SELECTIVA DE CATÉTER, ARTERIA VERTEBRAL, UNILATERAL, CON ANGIOGRAFÍA DE LA CIRCULACIÓN VERTEBRAL IPSILATERAL Y TODA LA SUPERVISIÓN E INTERPRETACIÓN REQUERIDA, INCLUYENDO LA ANGIOGRAFÍA DEL ARCO CERVICOCEREBRAL, CUANDO SE REALICE"
36227.0,"COLOCACIÓN SELECTIVA DE CATÉTER, ARTERIA CARÓTIDA EXTERNA, UNILATERAL, CON ANGIOGRAFÍA DE LA CIRCULACIÓN CAROTÍDEA EXTERNA IPSILATERAL Y TODA LA SUPERVISIÓN E INTERPRETACIÓN REQUERIDA (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)"
36228.0,"COLOCACIÓN SELECTIVA DE CATÉTER, CADA RAMA INTRACRANEAL DE LA CARÓTIDA INTERNA O DE LAS ARTERIAS VERTEBRALES, CON ANGIOGRAFÍA DE LA CIRCULACIÓN DEL VASO SELECCIONADO Y TODA LA SUPERVISIÓN E INTERPRETACIÓN ASOCIADA (P. EJ. ARTERIA CEREBRAL MEDIA, ARTERIA C"
36245.0,"COLOCACIÓN SELECTIVA DE CATÉTER EN UNA RAMA ARTERIAL DE PRIMER ORDEN DE LA ARTERIA PÉLVICA ABDOMINAL O DE UNA ARTERIA DE LA EXTREMIDAD INFERIOR, DENTRO DE UNA MISMA FAMILIA VASCULAR"
36246.0,"COLOCACIÓN SELECTIVA DE CATÉTER EN UNA RAMA ARTERIAL DE SEGUNDO ORDEN DE LA ARTERIA PÉLVICA ABDOMINAL O DE UNA ARTERIA DE LA EXTREMIDAD INFERIOR, DENTRO DE UNA MISMA FAMILIA VASCULAR"
36247.0,"COLOCACIÓN SELECTIVA DE CATÉTER EN UNA RAMA ARTERIAL DE TERCER ORDEN DE LA ARTERIA PÉLVICA ABDOMINAL O DE UNA ARTERIA DE LA EXTREMIDAD INFERIOR, DENTRO DE UNA MISMA FAMILIA VASCULAR"
36248.0,"COLOCACIÓN SELECTIVA DE CATÉTER EN UNA RAMA ARTERIAL DE SEGUNDO, TERCER U ORDENEN INFERIORES DE LA ARTERIA PÉLVICA ABDOMINAL O DE UNA ARTERIA DE LA EXTREMIDAD INFERIOR, DENTRO DE UNA MISMA FAMILIA VASCULAR. (REGISTRAR ADICIONALMENTE DEL CÓDIGO PARA EL VAS"
36251.0,"COLOCACIÓN SELECTIVA DE CATÉTER (PRIMER ORDEN), ARTERIA RENAL PRINCIPAL Y CUALQUIER ARTERIA(S) RENAL(ES) ACCESORIA(S), PARA ANGIOGRAFÍA RENAL, INCLUYENDO PUNCIÓN ARTERIAL Y COLOCACIÓN DE CATÉTER(ES), FLUOROSCOPÍA, INYECCIÓN(ES) DE CONTRASTE, POST-PROCESAM"
36252.0,"COLOCACIÓN SELECTIVA DE CATÉTER (PRIMER ORDEN), ARTERIA RENAL PRINCIPAL Y CUALQUIER ARTERIA(S) RENAL(ES) ACCESORIA(S), PARA ANGIOGRAFÍA RENAL, INCLUYENDO PUNCIÓN ARTERIAL Y COLOCACIÓN DE CATÉTER(ES), FLUOROSCOPÍA, INYECCIÓN(ES) DE CONTRASTE, POST-PROCESAM"
36253.0,"COLOCACIÓN SUPRASELECTIVA DE CATÉTER (UNA O MÁS RAMAS ARTERIALES DE RAMA ARTERIA RENAL DE SEGUNDO ORDEN O MÁS ALTA), ARTERIA RENAL Y CUALQUIER ARTERIA RENAL ACCESORIA(S), PARA ANGIOGRAFÍA RENAL, INCLUYENDO PUNCIÓN ARTERIAL, CATETERIZACIÓN, FLUOROSCOPÍA, I"
36254.0,"COLOCACIÓN SUPRASELECTIVA DE CATÉTER (UNA O MÁS RAMAS ARTERIALES DE RAMA ARTERIA RENAL DE SEGUNDO ORDEN O MÁS ALTA), ARTERIA RENAL Y CUALQUIER ARTERIA RENAL ACCESORIA(S), PARA ANGIOGRAFÍA RENAL, INCLUYENDO PUNCIÓN ARTERIAL, CATETERIZACIÓN, FLUOROSCOPÍA, I"
36260.0,INSERCIÓN DE BOMBA DE INFUSIÓN INTRA-ARTERIAL IMPLANTABLE (P. EJ. PARA QUIMIOTERAPIA DE HÍGADO)
36261.0,REVISIÓN DE BOMBA DE INFUSIÓN INTRA-ARTERIAL IMPLANTADA
36262.0,REMOCIÓN DE BOMBA DE INFUSIÓN INTRA-ARTERIAL IMPLANTADA
36299.0,PROCEDIMIENTO DE INYECCIÓN VASCULAR NO LISTADO
36400.0,"VENIPUNTURA, QUE REQUIRE LAS HABILIDADES DE UN MÉDICO, U OTRO PROFESIONAL DE LA SALUD CALIFICADO, EN VENA FEMORAL O YUGULAR DE MENOR DE 3 AÑOS. ESTE CÓDIGO NO SE DEBE USAR PARA VENIPUNTURA DE RUTINA"
36405.0,"VENIPUNTURA, QUE REQUIRE LAS HABILIDADES DE UN MÉDICO, U OTRO PROFESIONAL DE LA SALUD CALIFICADO, EN VENA DE CUERO CABELLUDO DE MENOR DE 3 AÑOS. ESTE CÓDIGO NO SE DEBE USAR PARA VENIPUNTURA DE RUTINA"
36406.0,"VENIPUNTURA, QUE REQUIRE LAS HABILIDADES DE UN MÉDICO, U OTRO PROFESIONAL DE LA SALUD CALIFICADO, EN CUALQUIER OTRA VENA DE MENOR DE 3 AÑOS. ESTE CÓDIGO NO SE DEBE USAR PARA VENIPUNTURA DE RUTINA"
36410.0,"VENIPUNTURA, QUE REQUIRE LAS HABILIDADES DE UN MÉDICO, U OTRO PROFESIONAL DE LA SALUD CALIFICADO, CON PROPÓSITOS DIAGNÓSTICOS O TERAPÉUTICOS EN NIÑO DE 3 AÑOS O MAYOR (PROCEDIMIENTO SEPARADO). ESTE CÓDIGO NO SE DEBE USAR PARA VENIPUNTURA DE RUTINA"
36415.0,COLECCIÓN DE SANGRE VENOSA POR VENIPUNTURA
36416.0,"COLECCIÓN DE SANGRE CAPILAR (P. EJ. DEDO, TALÓN U OREJA)"
36420.0,VENOSTOMÍA EN NIÑO MENOR DE 1 AÑO
36425.0,VENOSTOMÍA EN NIÑO MAYOR DE 1 AÑO
36430.0,TRANSFUSION DE SANGRE O COMPONENTES SANGUINEOS
36440.0,TRANSFUSIÓN MÁSIVA DE SANGRE EN NIÑOS DE 2 AÑOS DE EDAD O MENORES
36450.0,"EXSANGUINOTRANFUSION, NEONATO"
36455.0,"EXSANGUINOTRANSFUSIÓN DE CUALQUIER OTRO TIPO DE PACIENTE, EXCEPTO RECIÉN NACIDO"
36460.0,TRANSFUSION INTRAUTERINA
36468.0,INYECCIÓN SIMPLE O MÚLTIPLE DE SOLUCIÓN ESCLEROSANTE PARA TELANGIECTASIA EN MIEMBROS O TRONCO
36469.0,INYECCIÓN SIMPLE O MÚLTIPLE DE SOLUCIÓN ESCLEROSANTE PARA TELANGIECTASIA EN CARA
36470.0,EMBOLIZACION DE ARTERIA UTERINA: OCLUSION O EMBOLIZACION TRANSCATETER
36471.0,INYECCIÓN DE SOLUCIÓN ESCLEROSANTE EN MÚLTIPLES VENAS DE UN MISMO MIEMBRO INFERIOR
36475.0,"TERAPIA PERCUTÁNEA DE ABLACIÓN ENDOVENOSA, UTILIZANDO RADIOFRECUENCIA, PARA EL TRATAMIENTO DE VENA INCOMPETENTE EN UNA EXTREMIDAD. INCLUYE CUALQUIER TIPO DE GUÍA Y MONITOREO POR IMÁGENES; PRIMERA VENA TRATADA"
36476.0,"TERAPIA PERCUTÁNEA DE ABLACIÓN ENDOVENOSA, UTILIZANDO RADIOFRECUENCIA, PARA EL TRATAMIENTO DE VENA INCOMPETENTE EN UNA EXTREMIDAD. INCLUYE CUALQUIER TIPO DE GUÍA Y MONITOREO POR IMÁGENES. PROCEDIMIENTO REALIZADO PARA LA SEGUNDA VENA Y VENAS SUBSECUENTES E"
36478.0,"TERAPIA PERCUTÁNEA DE ABLACIÓN ENDOVENOSA, UTILIZANDO LASER, PARA EL TRATAMIENTO DE VENA INCOMPETENTE EN UNA EXTREMIDAD. INCLUYE CUALQUIER TIPO DE GUÍA Y MONITOREO POR IMÁGENES; PRIMERA VENA TRATADA"
36479.0,"TERAPIA PERCUTÁNEA DE ABLACIÓN ENDOVENOSA, UTILIZANDO LASER, PARA EL TRATAMIENTO DE VENA INCOMPETENTE EN UNA EXTREMIDAD. INCLUYE CUALQUIER TIPO DE GUÍA Y MONITOREO POR IMÁGENES; SEGUNDA VENA Y VENAS SUBSECUENTES EN SOLA EXTREMIDAD, CADA UNA DE LAS CUALES"
36481.0,CATETERIZACIÓN PERCUTÁNEA DE VENA PORTA MEDIANTE CUALQUIER MÉTODO
36488.0,"COLOCACIÓN PERCUTÁNEA DE CATÉTER VENOSO CENTRAL (SUBCLAVIA, YUGULAR, U OTRA VENA) EN MENOR DE 2 AÑOS DE EDAD"
36489.0,"COLOCACIÓN DE CATÉTER VENOSO CENTRAL (P. EJ. PARA PRESIÓN VENOSA CENTRAL, QUIMIOTERAPIA, OTROS)"
36493.0,REUBICACIÓN BAJO GUÍA FLUOROSCÓPICA DE UN CATÉTER VENOSO CENTRAL PREVIAMENTE COLOCADO
36500.0,CATETERISMO VENOSO PARA TOMA SELECTIVA DE MUESTRAS DE SANGRE DE DISTINTOS ÓRGANOS
36510.0,CATETERIZACION DE VENA UMBILICAL EN RN
36511.0,AFÉRESIS TERAPÉUTICA DE LEUCOCITOS
36512.0,AFÉRESIS TERAPÉUTICA DE ERITROCITOS
36513.0,AFÉRESIS TERAPÉUTICA DE PLAQUETAS
36514.0,AFÉRESIS TERAPÉUTICA DE PLASMA
36515.0,AFERESIS TERAPÉUTICA; CON IMNUNOADSORCIÓN EXTRACORPÓREA Y REINFUSIÓN DE PLASMA
36516.0,AFERESIS TERAPÉUTICA; CON ADSORCIÓN EXTRACORPÓREA SELECTIVA O FILTRACIÓN SELECTIVA Y REINFUSIÓN DE PLASMA
36522.0,FOTOFÉRESIS EXTRACORPÓREA
36555.0,"COLOCACIÓN DE CATÉTER VENOSO CENTRAL NO TUNELIZADO INSERTADO CENTRALMENTE, EN MENOR DE 5 AÑOS DE EDAD"
36556.0,"COLOCACIÓN DE CATÉTER VENOSO CENTRAL NO TUNELIZADO INSERTADO CENTRALMENTE, EN MAYOR DE 5 AÑOS DE EDAD"
36557.0,COLOCACION DE CATETER VENOSO CENTRAL CVC
36558.0,"COLOCACIÓN DE CATÉTER VENOSO CENTRAL TUNELIZADO INSERTADO CENTRALMENTE EN NIÑO DE 5 AÑOS DE EDAD O MAYOR, SIN BOMBA DE INFUSIÓN O PUERTO SUBCUTÁNEO"
36560.0,COLOCACIÓN DE CATÉTER VENOSO CENTRAL TUNELIZADO INSERTADO CENTRALMENTE CON PUERTO SUBCUTÁNEO EN NIÑO MENOR DE 5 AÑOS DE EDAD
36561.0,COLOCACIÓN DE CATÉTER VENOSO CENTRAL TUNELIZADO INSERTADO CENTRALMENTE CON PUERTO SUBCUTÁNEO EN NIÑO DE 5 AÑOS DE EDAD O MAYOR
36563.0,COLOCACIÓN DE CATÉTER VENOSO CENTRAL TUNELIZADO INSERTADO CENTRALMENTE CON BOMBA DE INFUSIÓN SUBCUTÁNEA
36565.0,COLOCACIÓN DE CATÉTER VENOSO CENTRAL TUNELIZADO INSERTADO CENTRALMENTE QUE REQUIERE 2 CATÉTERES VÍA 2 SITIOS VENOSOS DE ACCESO SEPARADOS SIN BOMBA DE INFUSION O PUERTO SUBCUTÁNEO (P. EJ. CATÉTER TIPO TESIO)
36566.0,COLOCACIÓN DE CATÉTER VENOSO CENTRAL TUNELIZADO INSERTADO CENTRALMENTE QUE REQUIERE 2 CATÉTERES VÍA 2 SITIOS VENOSOS DE ACCESO SEPARADOS CON PUERTO SUBCUTÁNEO
36568.0,COLOCACIÓN PERIFERICA DE CATÉTER VENOSO CENTRAL (PICC) SIN BOMBA DE INFUSIÓN O PUERTO SUBCUTANEO EN NIÑO MENOR DE 5 AÑOS DE EDAD
36569.0,COLOCACIÓN PERIFERICA DE CATÉTER VENOSO CENTRAL (PICC) SIN BOMBA DE INFUSIÓN O PUERTO SUBCUTANEO EN NIÑO DE 5 AÑOS DE EDAD O MAYOR
36570.0,COLOCACIÓN PERIFÉRICA DE CATÉTER VENOSO CENTRAL CON PUERTO SUBCUTÁNEO EN NIÑO MENOR DE 5 AÑOS DE EDAD
36571.0,COLOCACIÓN PERIFERICA DE CATÉTER VENOSO CENTRAL CON PUERTO SUBCUTÁNEO EN NIÑO DE 5 AÑOS DE EDAD O MAYOR
36575.0,REPARACIÓN DE CATÉTER VENOSO CENTRAL TUNELIZADO O NO TUNELIZADO INSERTADO PERIFÉRICA O CENTRALMENTE SIN PUERTO O BOMBA SUBCUTÁNEA
36576.0,REPARACIÓN DE CATÉTER VENOSO CENTRAL INSERTADO PERIFÉRICA O CENTRALMENTE CON BOMBA DE INFUSIÓN O PUERTO SUBCUTÁNEO
36578.0,"REEMPLAZO (SOLAMENTE) DE CATÉTER DE SISTEMA DE CATETERISMO VENOSO CENTRAL, INSERTADO PERIFÉRICA O CENTRALMENTE CON BOMBA DE INFUSIÓN O PUERTO SUBCUTÁNEO"
36580.0,"REEMPLAZO COMPLETO DE UN CATÉTER VENOSO CENTRAL NO TUNELIZADO, INSERTADO CENTRALMENTE A TRAVÉS DEL MISMO ACCESO VENOSO, SIN BOMBA DE INFUSIÓN O PUERTO SUBCUTÁNEO"
36581.0,"REEMPLAZO COMPLETO DE UN CATÉTER VENOSO CENTRAL TUNELIZADO, INSERTADO CENTRALMENTE A TRAVÉS DEL MISMO ACCESO VENOSO, SIN BOMBA DE INFUSIÓN O PUERTO SUBCUTÁNEO"
36582.0,"REEMPLAZO COMPLETO DE UN CATÉTER VENOSO CENTRAL TUNELIZADO, INSERTADO CENTRALMENTE A TRAVÉS DEL MISMO ACCESO VENOSO, CON PUERTO SUBCUTÁNEO"
36583.0,"REEMPLAZO COMPLETO DE UN CATÉTER VENOSO CENTRAL TUNELIZADO, INSERTADO CENTRALMENTE A TRAVÉS DEL MISMO ACCESO VENOSO, CON BOMBA SUBCUTÁNEA"
36584.0,"REEMPLAZO COMPLETO DE CATÉTER VENOSO CENTRAL INSERTADO PERIFÉRICAMENTE (PICC) A TRAVÉS DEL MISMO ACCESO VENOSO, SIN BOMBA DE INFUSIÓN O PUERTO SUBCUTÁNEO"
36585.0,"REEMPLAZO COMPLETO DE CATÉTER VENOSO CENTRAL INSERTADO PERIFÉRICAMENTE (PICC) A TRAVÉS DEL MISMO ACCESO VENOSO, CON PUERTO SUBCUTÁNEO"
36589.0,"REMOCIÓN DE CÁTETER VENOSO CENTRAL TUNELIZADO, SIN BOMBA DE INFUSIÓN O PUERTO SUBCUTÁNEO"
36590.0,"REMOCIÓN DE CÁTETER VENOSO CENTRAL TUNELIZADO, INSERTADO PERIFÉRICA O CENTRALMENTE, CON BOMBA DE INFUSIÓN O PUERTO SUBCUTÁNEO"
36591.0,EXTRACCIÓN DE SANGRE DESDE UN DISPOSITIVO DE ACCESO VENOSO COMPLETAMENTE IMPLANTABLE
36592.0,"EXTRACCIÓN DE SANGRE USANDO UN CATÉTER VENOSO PERIFERICO O CENTRAL COLOCADO PREVIAMENTE, NO ESPECIFICADO DE OTRA MANERA"
36593.0,TROMBÓLISIS DE UN CATÉTER O DISPOSITIVO DE ACCESO VASCULAR IMPLANTADO MEDIANTE UN AGENTE TROMBOLÍTICO
36595.0,REMOCIÓN MECÁNICA DE MATERIAL OBSTRUCTIVO (P. EJ. VAINA DE FIBRINA) LOCALIZADO ALREDEDOR DE UN DISPOSITIVO VENOSO CENTRAL A TRAVÉS DE UN ACCESO VENOSO SEPARADO
36596.0,REMOCIÓN MECÁNICA DE MATERIAL OBSTRUCTIVO INTRALUMINAL (INTRACATÉTER) DE UN DISPOSITIVO VENOSO CENTRAL A TRAVÉS DEL LÚMEN DEL MISMO
36597.0,REPOSICIONAMIENTO DE CATÉTER VENOSO CENTRAL PREVIAMENTE COLOCADO BAJO GUÍA FLUOROSCÓPICA
36598.0,"INYECCIÓN(ES) DE SUSTANCIA DE CONTRASTE PARA EVALUACIÓN RADIOLÓGICA DE DISPOSITIVO VENOSO CENTRAL PREVIAMENTE COLOCADO. INCLUYE FLUOROSCOPIA, IMÁGENES Y REPORTE"
36600.0,PUNCIÓN ARTERIAL PARA EXTRACCIÓN DE SANGRE PARA DIAGNÓSTICO
36620.0,"CATETERISMO O CANULACIÓN ARTERIAL PERCUTÁNEA PARA TOMA DE MUESTRA, MONITORIZACIÓN O TRANSFUSIÓN (PROCEDIMIENTO SEPARADO)"
36625.0,"CATETERISMO O CANULACIÓN ARTERIAL POR ARTERIOTOMIA PARA TOMA DE MUESTRA, MONITORIZACIÓN O TRANSFUSIÓN (PROCEDIMIENTO SEPARADO)"
36640.0,CATETERISMO ARTERIAL POR ARTERIOTOMIA PARA TERAPIA DE INFUSIÓN PROLONGADA (QUIMIOTERAPIA)
36660.0,"CATETERISMO DE ARTERIA UMBILICAL EN RECIÉN NACIDO, PARA DIAGNÓSTICO O TRATAMIENTO"
36680.0,COLOCACIÓN DE AGUJA PARA INFUSIÓN INTRAÓSEA
36800.0,"INSERCIÓN DE CÁNULA PARA HEMODIÁLISIS; VENA A VENA, PARA OTRO PROPÓSITO (PROCEDIMIENTO SEPARADO)"
36810.0,"INSERCIÓN DE CÁNULA ARTERIOVENOSA EXTERNA (TIPO SCRIBNER) PARA HEMODIÁLISIS, PARA OTRO PROPÓSITO (PROCEDIMIENTO SEPARADO)"
36815.0,"INSERCIÓN DE CÁNULA PARA HEMODIÁLISIS, OTRO PROPÓSITO (PROCEDIMIENTO SEPARADO); ARTERIOVENOSO, REVISIÓN EXTERNA O CIERRE"
36818.0,ANASTOMOSIS ARTERIOVENOSA ABIERTA MEDIANTE TRANSPOSICIÓN DE VENA CEFÁLICA DE BRAZO
36819.0,ANASTOMOSIS ARTERIOVENOSA ABIERTA MEDIANTE TRANSPOSICIÓN DE VENA BASÍLICA DE BRAZO
36820.0,ANASTOMOSIS ARTERIOVENOSA ABIERTA MEDIANTE TRANSPOSICIÓN DE VENA DE ANTEBRAZO
36821.0,ANASTOMOSIS ARTERIOVENOSA ABIERTA DIRECTA EN CUALQUIER SITIO (P. EJ. PROCEDIMIENTO DE CIMINO) (PROCEDIMIENTO SEPARADO)
36822.0,INSERCIÓN DE CÁNULA(S) PARA CIRCULACIÓN EXTRACORPÓREA PROLONGADA POR INSUFICIENCIA CARDIOPULMONAR (ECIVIO) (PROCEDIMIENTO SEPARADO)
36823.0,INSERCIÓN DE CÁNULA(S) VENOSA(S) Y ARTERIAL(ES) PARA CIRCULACIÓN EXTRACORPÓREA AISLADA INCLUYENDO PERFUSIÓN DE QUIMIOTERAPIA REGIONAL A UNA EXTREMIDAD CON O SIN HIPERTERMIA CON REMOCIÓN DE CÁNULA(S) Y REPARACIÓN DE SITIOS DE VENOTOMÍA Y ARTERIOTOMÍA
36825.0,CREACIÓN DE FÍSTULA ARTERIOVENOSA MEDIANTE INJERTO AUTÓLOGO QUE NO SEA UNA ANASTOMOSIS ARTERIOVENOSA DIRECTA. (PROCEDIMIENTO SEPARADO)
36830.0,"CREACIÓN DE FÍSTULA ARTERIOVENOSA MEDIO QUE NO SEA ANASTOMOSIS ARTERIOVENOSA DIRECTA (PROCEDIMIENTO SEPARADO); INJERTO NO-AUTÓLOGO (EJEMPLO: COLÁGENO BIOLÓGICO, INJERTO TERMOPLÁSTICO)"
36831.0,"TROMBECTOMÍA ABIERTA DE FÍSTULA ARTERIOVENOSA, SIN REVISIÓN, INJERTO AUTÓLOGO O NO AUTÓLOGO PARA DIÁLISIS (PROCEDIMIENTO SEPARADO)"
36832.0,"REVISIÓN ABIERTA DE FÍSTULA ARTERIOVENOSA; SIN TROMBECTOMIA, INJERTO AUTÓLOGO O NO AUTÓLOGO PARA DIÁLISIS (PROCEDIMIENTO SEPARADO)"
36833.0,"REVISIÓN ABIERTA DE FÍSTULA ARTERIOVENOSA; CON TROMBECTOMIA, INJERTO AUTÓLOGO O NO AUTÓLOGO PARA DIÁLISIS (PROCEDIMIENTO SEPARADO)"
36834.0,CORRECCIÓN PLÁSTICA DE ANEURISMA ARTERIOVENOSO
36835.0,INSERCIÓN DE CORTOCIRCUITO DE THOMÁS (PROCEDIMIENTO SEPARADO)
36838.0,"REVASCULARIZACIÓN DISTAL Y LIGADURA DE INTERVALO, EN ACCESO DE HEMODIÁLISIS DE EXTREMIDAD SUPERIOR (SÍNDROME DE ROBO)"
36860.0,"EXTRACCIÓN EXTERNA DE COÁGULO DE CÁNULA, SIN CATÉTER DE BALÓN (PROCEDIMIENTO SEPARADO)"
36861.0,"EXTRACCIÓN EXTERNA DE COÁGULO DE CÁNULA, CON CATÉTER DE BALÓN (PROCEDIMIENTO SEPARADO)"
36870.0,"TROMBECTOMÍA PERCUTÁNEA, FÍSTULA ARTERIOVENOSA, INJERTO AUTÓLOGO O NO AUTÓLOGO (INCLUYE LA EXTRACCIÓN MECÁNICA DEL TROMBO Y LA TROMBÓLISIS DE TROMBOS DENTRO DEL INJERTO)"
37140.0,ANASTOMOSIS VENOSA ABIERTA PORTO-CAVA
37145.0,ANASTOMOSIS VENOSA ABIERTA RENOPORTAL
37160.0,ANASTOMOSIS VENOSA ABIERTA CAVA-MESENTÉRICA
37180.0,ANASTOMOSIS VENOSA ABIERTA ESPLENORRENAL PROXIMAL
37181.0,"ANASTOMOSIS VENOSA ABIERTA ESPLENORRENAL DISTAL (DECOMPRESIÓN SELECTIVA DE VÁRICES ESOFAGOGÁSTRICAS, CUALQUIER TÉCNICA)"
37182.0,"INSERCIÓN DE CORTOCIRCUITO (SHUNT) PORTOSISTÉMICO INTRAHEPÁTICO TRANSVENOSO (TIPS). INCLUYE ACCESO VENOSO, CATETERIZACIÓN DE VENA PORTA Y HEPÁTICA, EVALUACIÓN HEMODINÁMICA CON PORTOGRAFÍA, DILATACIÓN/FORMACIÓN DE TRACTO INTRAHEPÁTICO, COLOCACIÓN DE STENT"
37183.0,"REVISIÓN DE CORTOCIRCUITO (SHUNT) PORTOSISTÉMICO INTRAHEPÁTICO TRANSVENOSO (TIPS). INCLUYE ACCESO VENOSO, CATETERIZACIÓN DE VENA PORTA Y HEPÁTICA, EVALUACIÓN HEMODINÁMICA CON PORTOGRAFÍA, DILATACIÓN/FORMACIÓN DE TRACTO INTRAHEPÁTICO, COLOCACIÓN DE STENT Y"
