"Codigo","Nombre"
"32671","Toracoscopia quirúrgica, con Remoción pulmonar (neumonectomía)"
"32672","Toracoscopia quirúrgica, con Resección plicatura por pulmon enfisematoso (buloso o no buloso) por reducción de volumen pulmonar, unilateral, incluye cualquier procedimiento pleural, cuando este se realice"
"32673","Toracoscopia quirúrgica, con Resección de timo, unilateral o bilateral"
"32674","Toracoscopia quirúrgica, con linfadenectomía mediastinal y regional (registrar separadamente además del código para el procedimiento primario)"
"32701","Delineamiento torácico del objetivo para la terapia estereotáctica de Radiación corporal (SRS/SBRT), (haz de fotones o de partículas), curso completo de tratamiento"
"32800",Cura quirúrgica de hernia pulmonar a través de la pared torácica
"32810",Cierre de ventana torácica postrior a drenaje de empiema por colgajo (procedimiento tipo Clagett)
"32815",Cierre abierto de fístula bronquial mayor
"32820",Reconstrucción mayor de pared torácica (postraumática)
"32850","Neumonectomia(s) de donante cadavérico, incluye la preservación en frío"
"32851","Trasplante de pulmon, uno solo; sin derivación cardiopulmonar"
"32852","Trasplante de pulmon, uno solo; con derivación cardiopulmonar"
"32853","Transplante pulmonar, doble (bilateral secuencial o en bloque); sin derivación cardiopulmonar"
"32854","Trasplante de pulmon, doble (bilateral secuencial o en bloque); con derivación cardiopulmonar"
"32855","Reparación estándar del injerto alográfico de pulmon de cadáver donante antes del transplante, incluyendo disección de injerto en relacion a tejidos blandos circundantes para preparar el pedículo auricular/venoso pulmonar, arteria pulmonar, y bronquio; unilateral"
"32856","Reparación estándar del injerto alográfico de pulmon de cadáver donante antes del transplante, incluyendo disección de injerto en relacion a tejidos blandos circundantes para preparar el pedículo auricular/venoso pulmonar, arteria pulmonar, y bronquio; bilateral"
"32900","Resección de costillas, extrapleural, todos los niveles"
"32905","Toracoplastía, tipo Schede o extrapleural (todos los niveles)"
"32906","Toracoplastía, tipo Schede o extrapelural (todos los niveles); con cierre de fístula broncopleural"
"32940","Neumonolisis, extraperiostica (incluyendo procedimientos de llenado o empaque)"
"32960","Inyección intrapleural de aire, Neumotorax terapéutico"
"32997",Lavado pulmonar total
"32998","Terapia de ablación percutánea utilizando radiofrecuencia para la reducción o erradicacion de uno o más tumores pulmonares incluyendo la pleura y la pared torácica cuando estos han sido comprometidos por la diseminacion del tumor, unilateral"
"32999","Procedimiento que no aparece en la lista, pulmones y pleura"
"33010",Pericardiocentesis inicial
"33011",Pericardiocentesis subsecuente
"33015",Pericardiostomía de tubo
"33020",Pericardiotomía para Extirpación de coágulo o cuerpo extraño (procedimiento primario)
"33025",Creación de ventana pericárdica o Resección parcial para drenaje por via transtorácica
"33030","Pericardiectomía parcial o completa, sin circulación extracorporea"
"33120","Escisión de tumor intracardíaco, resección con derivación cardiopulmonar"
"33130",Resección de tumor cardíaco externo
"33140","Revascularizacion transmiocárdica mediante láser, por toracotomía; (procedimiento separado)"
"33141","Revascularizacion transmiocárdica mediante láser, por toracotomía; ejecutada al mismo tiempo que otro(s) procedimiento(s) de cirugía cardíaca abierta (registrar separadamente además del código para el procedimiento primario)"
"33202","Inserción de electrodo(s) epicárdico(s) por Incisión abierta (toracotomia, esternotomia media, via subxifoidea)"
"33203","Inserción de electrodo(s) epicárdico(s) por abordaje endoscopico (p ej toracoscopia, pericardioscopía)"
"33206",Inserción de marcapaso permanente nuevo o de reemplazo con electrodo(s) transvenoso(s) a nivel auricular
"33207",Inserción de marcapaso permanente nuevo o de reemplazo con electrodo(s) transvenoso(s) a nivel ventricular
"33208",Inserción de marcapaso permanente nuevo o de reemplazo con electrodo(s) transvenoso(s) a nivel auricular y ventricular
"33210",Inserción o reemplazo de electrodo o catéter marcapasos cardiaco transvenoso temporal de cámara única (procedimiento separado)
"33211",Inserción o reemplazo de electrodos o catéteres marcapasos cardiacos transvenosos temporales de cámara dual (procedimiento separado)
"33212",Inserción (solamente) de generador de pulsos marcapasos; con terminal único ya existente
"33213",Inserción (solamente) de generador de pulsos marcapasos; con terminales duales ya existentes
"33214","Actualizacion del sistema de marcapasos implantado, conversión de un sistema de cámara única a un sistema de cámara doble (incluye retiro de generador de pulsos previamente colocado, prueba de nuevo terminal, Inserción de nuevo terminal, Inserción de nuevo generador de pulsos)"
"33215",Reposicionamiento de electrodo marcapasos venoso o desfibrilador-cardioversor generador de pulsos previamente implantado por vía transvenosa (aurícula derecha o ventrículo derecho)
"33216","Inserción de electrodo transvenoso único, marcapaso o cardioversor-defibrilador permanente"
"33217","Inserción de 2 electrodos transvenosos, marcapaso o cardioversor-defibrilador permanente"
"33218","Reparación de electrodo transvenoso único, marcapaso o cardioversor-defibrilador permanente"
"33220",Reparación de 2 electrodos transvenosos para marcapasos o cardioversión-defibrilacion permanente
"33221","Inserción de generador de pulsos de marcapasos, unicamente; con terminales múltiples ya existentes"
"33222",Revisión o recolocación de bolsa subcutánea para marcapasos
"33223",Revisión o recolocación de bolsa subcutánea para cardioversor-defibrilador
"33224","Inserción de electrodo de marcapasos, sistema cardiaco venoso, para marcapasos de ventrículo izquierdo, con Fijación a generador de pulsos de marcapasos cardioversor-desfibrilador previamente colocado (incluyendo revisión del saco, retiro, Inserción y/o reemplazo de generador existente)"
"33225","Inserción de electrodo de marcapasos en sistema venoso cardiaco, para marcapasos de ventriculo izquierdo, al mismo tiempo que se inserta el generador de pulsos marcapasos o cardioversor-defibrilador (p ej Para conversión a sistema de doble camara) (registrar separadamenet además del código del procedimiento primario)"
"33226","Reposicionamiento de electrodo implantado previamente en sistema venoso cardiaco (ventrículo izquierdo) (incluye Remoción, Inserción y/o remplazo del generador existente)"
"33227",Remoción del generador con reemplazo del marcapaso pulsogenerador con un sistema de un solo cable
"33228",Remoción del generador con reemplazo del marcapaso pulsogenerador con un Sistema de doble cable
"33229",Remoción del generador con reemplazo del marcapaso pulsogenerador con un Sistema de varos cables
"33230",Remoción del generador con reemplazo del marcapaso pulsogenerador con un Con doble cable existente
"33231",Remoción del generador con reemplazo del marcapaso pulsogenerador con un Con múltiple cable existente
"33233",Remoción de generador de pulsos de marcapasos permanente
"33234","Remoción de electrodo(s) de marcapasos transvenoso; sistema monopolar, auricular o ventricular"
"33235",Remoción de electrodo(s) de marcapasos transvenoso; sistema bipolar
"33236","Remoción de marcapasos y electrodos epicárdicos permanentes por toracotomía, sistema monopolar, auricular o ventricular"
"33237","Remoción de marcapasos y electrodos epicárdicos permanentes por toracotomía, sistema bipolar"
"33238",Remoción de electrodos transvenosos permanentes mediante Toracotomía
"33240",Inserción (unicamente) de generador de pulsos cardioversor-defibrilador; con terminal único ya existente
"33241",Retiro (unicamente) de generador de pulsos cardioversor-defibrilador
"33243",Remoción de electrodo(s) cardioversor-defibrilador de cámara única o doble mediante toracotomía
"33244",Remoción de electrodo(s) cardioversor-defibrilador de cámara única o doble por via transvenosa
"33249","Inserción o reposicionamiento de sistema permanente de marcapasos cardioversor-defibrilador con terminal transvenoso(s), cámara única o dual"
"33250","Ablación quirúrgica de foco o vía, tracto(s) (ej síndrome de Wolff-Parkinson-White, reentrada de un nodo A-V) y/o foco(s) arritmogénicos supraventricular(es); sin derivación cardiopulmonar"
"33251","Ablación quirúrgica de foco o vía, tracto(s) (ej síndrome de Wolff-Parkinson-White, reentrada de un nodo A-V) y/o foco(s) arritmogénicos supraventricular(es); con derivación cardiopulmonar"
"33253",Incisiónes quirúrgicas y Reconstrucción de aurículas para tratamiento de fibrilaciones auriculares o aleteo auricular
"33254",Ablación quirúrgica y Reconstrucción limitada de aurículas (ej Procedimiento de Maze modificado)
"33255",Ablación quirúrgica y Reconstrucción extensa de aurículas (ej Procedimiento de maze); sin derivación cardiopulmonar
"33256",Ablación quirúrgica y Reconstrucción extensa de aurículas (ej procedimiento de Maze); con derivación cardiopulmonar
"33257",Ablación quirúrgica y Reconstrucción limitada de aurículas (ej Procedimiento de Maze modificado); realizado al mismo tiempo que otro procedimiento quirúrgico cardíaco (registrar separadamente además del código de procedimiento primario)
"33258",Ablación quirúrgicas y Reconstrucción extensa de aurículas (ej Procedimiento de Maze); sin derivación cardiopulmonar; realizado al mismo tiempo que otro procedimiento quirúrgico cardíaco (registrar separadamente además del código de procedimiento primario)
"33259",Ablación quirúrgica y Reconstrucción extensa de aurículas (ej Procedimiento de maze); con derivación cardiopulmonar; realizado al mismo tiempo que otro procedimiento quirúrgico cardíaco (registrar separadamente además del código de procedimiento primario)
"33261",Ablación quirúrgica de foco arritmogénico ventricular con derivación cardiopulmonar
"33262",Retiro de generador de pulsos cardioversor-defibrilador con reemplazo de generador de pulsos cardioversor-defibrilador; sistema de terminal único
"33263",Retiro de generador de pulsos cardioversor-defibrilador con reemplazo de generador de pulsos cardioversor-defibrilador; sistema de terminal dual
"33264",Retiro de generador de pulsos cardioversor-defibrilador con reemplazo de generador de pulsos cardioversor-defibrilador; sistema de terminal múltiple
"33265","Ablación quirúrgica y Reconstrucción limitada de aurículas (ej Procedimiento de Maze modificado); por via endoscopica, sin derivación cardiopulmonar"
"33266","Ablación quirúrgica y Reconstrucción extensa de aurículas (ej Procedimiento de Maze modificado); por via endoscopica, sin derivación cardiopulmonar"
"33282",Implantación de registrador de eventos cardíacos activado por el usuario de salud
"33284","Retiro de registrador de eventos cardíacos implantable, activado por el usuario de salud"
"33300",Corrección de lesión cardíaca; sin derivación cardiopulmonar
"33305",Corrección de lesión cardíaca; con derivación cardiopulmonar
"33310","Cardiotomía exploradora via transtorácica (incluye Extirpación de cuerpo extraño, trombos instracoronarios auriculares o ventriculares); sin derivación cardiopulmonar"
"33315","Cardiotomía, exploradora (incluye Extirpación de cuerpo extraño, trombo auricular o ventricular); con derivación cardiopulmonar"
"33320","Reparación de la aorta o grandes vasos, sin shunt ni derivación cardio-pulmonar"
"33321","Reparación de la aorta o grandes vasos, con bypass de derivación"
"33322","Reparación de la aorta o grandes vasos, con derivación cardio-pulmonar"
"33330","Colocación de injerto en la aorta o grandes vasos, sin shunt ni derivación cardio-pulmonar"
"33332","Colocación de injerto en la aorta o grandes vasos, con derivación"
"33335","Colocación de injerto en la aorta o grandes vasos, con derivación cardio-pulmonar"
"33361","Reemplazo de válvula aortica transcatéter (TAVR,TAVI) con válvula protésica, abordaje percutáneo por arteria femoral"
"33362","Reemplazo de válvula aortica transcatéter (TAVR,TAVI) con válvula protésica, abordaje abierto por arteria femoral"
"33363","Reemplazo de válvula aortica transcatéter (TAVR,TAVI) con válvula protésica, abordaje abierto por arteria axilar"
"33364","Reemplazo de válvula aortica transcatéter (TAVR,TAVI) con válvula protésica, abordaje abierto por arteria iliaca"
"33365","Reemplazo de válvula aortica transcatéter (TAVR,TAVI) con válvula protésica, abordaje transaórtico (p ej Esternotomía mediana, mediastinotomía)"
